diffresult,id,number,street,unit,lon,lat,city,postcode,region,accuracy
+,GAQLD425251225,558,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD721515301,77,SCHOOL STREET,UNIT B,142.18782377,-9.95504819,MABUIAG ISLAND,4875,QLD,4
+,GAQLD721515301,77,SCHOOL STREET,UNIT B,142.18782377,-9.95504819,MABUIAG ISLAND,,QLD,4
-,GAWA_148032105,4,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,6716,WA,4
+,GAWA_148032105,4,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,,WA,4
-,GAWA_148027594,20,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,6716,WA,4
+,GAWA_148027594,20,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,,WA,4
-,GAWA_162695308,7,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,6716,WA,4
+,GAWA_162695308,7,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,,WA,4
-,GAQLD721134783,68,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD721134783,68,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD161188411,LOT 11,ISLAND STREET,,150.27011800,-21.65560200,THE PERCY GROUP,4707,QLD,4
+,GAQLD161188411,LOT 11,ISLAND STREET,,150.27011800,-21.65560200,THE PERCY GROUP,,QLD,4
-,GAWA_148025454,8,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,6716,WA,4
+,GAWA_148025454,8,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,,WA,4
-,GAWA_719502708,23A,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,6716,WA,4
+,GAWA_719502708,23A,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,,WA,4
-,GAQLD425416842,19,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425416842,19,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425794958,569,GREENMOUNT - HIRSTVALE ROAD,,152.00239483,-27.81310706,ASCOT,4359,QLD,2
+,GAQLD425794958,569,GREENMOUNT - HIRSTVALE ROAD,,152.00239483,-27.81310706,ASCOT,4875,QLD,2
-,GAQLD425796865,452,MOUNT SIBLEY ROAD,,151.95499154,-27.82906208,ASCOT,4359,QLD,2
+,GAQLD425796865,452,MOUNT SIBLEY ROAD,,151.95499154,-27.82906208,ASCOT,4875,QLD,2
-,GAQLD425805414,94,SAM ROAD,,152.02861340,-27.83944915,ASCOT,4359,QLD,2
+,GAQLD425805414,94,SAM ROAD,,152.02861340,-27.83944915,ASCOT,4875,QLD,2
-,GAWA_162695302,3A,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,6716,WA,4
+,GAWA_162695302,3A,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,,WA,4
-,GAQLD425805136,184,PILTON ROAD,,151.96754102,-27.84184022,ASCOT,4359,QLD,4
+,GAQLD425805136,184,PILTON ROAD,,151.96754102,-27.84184022,ASCOT,4875,QLD,4
-,GAQLD425797744,852,RED HILL ROAD,,150.67239331,-26.64801028,RED HILL,4413,QLD,2
+,GAQLD425797744,852,RED HILL ROAD,,150.67239331,-26.64801028,RED HILL,4877,QLD,2
-,GAVIC425257931,51A,HITCHCOCK AVENUE,,144.49152540,-38.28118870,BARWON HEADS,3227,VIC,2
+,GAVIC425257931,51A-B,HITCHCOCK AVENUE,,144.49152540,-38.28118870,BARWON HEADS,3227,VIC,2
-,GAQLD720479911,126,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD720479911,126,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAWA_148035515,2,ROBE COURT,UNIT 1,116.32120042,-21.63780272,PANNAWONICA,6716,WA,4
+,GAWA_148035515,2,ROBE COURT,UNIT 1,116.32120042,-21.63780272,PANNAWONICA,,WA,4
-,GAQLD425251220,539,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425251220,539,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425251221,554,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425251221,554,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425251222,555,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425251222,555,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425251223,556,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425251223,556,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425251227,560,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425251227,560,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425251228,561,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425251228,561,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD719900711,98,NAIGAR ROAD,,143.54801559,-9.50774155,UGAR ISLAND,4875,QLD,4
+,GAQLD719900711,98,NAIGAR ROAD,,143.54801559,-9.50774155,UGAR ISLAND,,QLD,4
-,GAQLD425645988,147,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425645988,147,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD721116238,LOT 11,GREENMOUNT - HIRSTVALE ROAD,,152.03195405,-27.82770827,ASCOT,4359,QLD,2
+,GAQLD721116238,LOT 11,GREENMOUNT - HIRSTVALE ROAD,,152.03195405,-27.82770827,ASCOT,4875,QLD,2
-,GAQLD425645987,112,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425645987,112,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAWA_161040870,24,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,6716,WA,4
+,GAWA_161040870,24,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,,WA,4
-,GAWA_148033031,29B,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148033031,29B,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GASA_719859870,LOT 269,CAROONA ROAD,,137.69120378,-32.65056456,CULTANA,5700,SA,2
+,GASA_719859870,LOT 269,CAROONA ROAD,,137.69120378,-32.65056456,CULTANA,5601,SA,2
-,GASA_425598113,1011,CAROONA ROAD,,137.67888521,-32.54031979,CULTANA,5700,SA,3
+,GASA_425598113,1011,CAROONA ROAD,,137.67888521,-32.54031979,CULTANA,5601,SA,3
-,GAWA_148010747,22,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148010747,22,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAWA_148025528,1B,SHERLOCK DRIVE,,116.33007834,-21.63782779,PANNAWONICA,6716,WA,4
+,GAWA_148025528,1B,SHERLOCK DRIVE,,116.33007834,-21.63782779,PANNAWONICA,,WA,4
-,GASA_719549480,3,POLICE STATION ROAD,,130.18451193,-26.16123109,MURPUTJA,0872,SA,4
+,GASA_719549480,3,POLICE STATION ROAD,,130.18451193,-26.16123109,MURPUTJA,,SA,4
-,GAWA_162415145,7,ROBE COURT,,116.32120042,-21.63780272,PANNAWONICA,6716,WA,4
+,GAWA_162415145,7,ROBE COURT,,116.32120042,-21.63780272,PANNAWONICA,,WA,4
-,GASA_425582367,1146,IRON KNOB ROAD,,137.40438101,-32.98717666,CULTANA,5700,SA,2
+,GASA_425582367,1146,IRON KNOB ROAD,,137.40438101,-32.98717666,CULTANA,5601,SA,2
-,GASA_425802210,1629,IRON KNOB ROAD,,137.40501459,-32.94263084,CULTANA,5700,SA,5
+,GASA_425802210,1629,IRON KNOB ROAD,,137.40501459,-32.94263084,CULTANA,5601,SA,5
-,GASA_721594357,LOT 134,IRON KNOB ROAD,,137.46201222,-32.92805371,CULTANA,5700,SA,2
+,GASA_721594357,LOT 134,IRON KNOB ROAD,,137.46201222,-32.92805371,CULTANA,5601,SA,2
-,GASA_425719688,LOT 4,CAROONA ROAD,,137.63836544,-32.74726436,CULTANA,5700,SA,2
+,GASA_425719688,LOT 4,CAROONA ROAD,,137.63836544,-32.74726436,CULTANA,5601,SA,2
-,GASA_425710013,LOT 6,EYRE HIGHWAY,,137.37043173,-32.68592231,CULTANA,5700,SA,2
+,GASA_425710013,LOT 6,EYRE HIGHWAY,,137.37043173,-32.68592231,CULTANA,5601,SA,2
-,GAWA_148027598,2,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,6716,WA,4
+,GAWA_148027598,2,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,,WA,4
-,GAWA_162339210,574,WARRAHDALE ROAD,,116.49688790,-32.29169277,FLINT,6302,WA,4
+,GAWA_162339210,574,WARRAHDALE ROAD,,116.49688790,-32.29169277,FLINT,,WA,4
-,GASA_719858878,LOT 261,CAROONA ROAD,,137.65599365,-32.63069710,CULTANA,5700,SA,2
+,GASA_719858878,LOT 261,CAROONA ROAD,,137.65599365,-32.63069710,CULTANA,5601,SA,2
-,GAWA_148035462,30,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148035462,30,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GASA_719866475,9,POWER PLANT ROAD,,130.18169086,-26.16483120,MURPUTJA,0872,SA,4
+,GASA_719866475,9,POWER PLANT ROAD,,130.18169086,-26.16483120,MURPUTJA,,SA,4
-,GAWA_148018910,34D,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148018910,34D,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAWA_162695310,9A,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,6716,WA,4
+,GAWA_162695310,9A,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,,WA,4
-,GAWA_162695312,9C,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,6716,WA,4
+,GAWA_162695312,9C,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,,WA,4
-,GAWA_148029191,18,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,6716,WA,4
+,GAWA_148029191,18,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,,WA,4
-,GAWA_148008790,27,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,6716,WA,4
+,GAWA_148008790,27,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,,WA,4
-,GAWA_148010730,29,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,6716,WA,4
+,GAWA_148010730,29,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,,WA,4
-,GAWA_148027592,18,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148027592,18,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAWA_148023881,6,ROBE COURT,UNIT 4,116.32120042,-21.63780272,PANNAWONICA,6716,WA,4
+,GAWA_148023881,6,ROBE COURT,UNIT 4,116.32120042,-21.63780272,PANNAWONICA,,WA,4
-,GASA_721781761,LOT 671,LINCOLN HIGHWAY,,137.53079965,-32.89772590,CULTANA,5700,SA,2
+,GASA_721781761,LOT 671,LINCOLN HIGHWAY,,137.53079965,-32.89772590,CULTANA,5601,SA,2
-,GAWA_718512058,19A,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,6716,WA,4
+,GAWA_718512058,19A,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,,WA,4
-,GASA_425581344,1289,CAROONA ROAD,,137.65569800,-32.55573800,CULTANA,5700,SA,5
+,GASA_425581344,1289,CAROONA ROAD,,137.65569800,-32.55573800,CULTANA,5601,SA,5
-,GASA_719549397,4,POLICE STATION ROAD,,130.18451193,-26.16123109,MURPUTJA,0872,SA,4
+,GASA_719549397,4,POLICE STATION ROAD,,130.18451193,-26.16123109,MURPUTJA,,SA,4
-,GAWA_148009675,16,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,6716,WA,4
+,GAWA_148009675,16,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,,WA,4
-,GAWA_162695298,20B,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,6716,WA,4
+,GAWA_162695298,20B,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,,WA,4
-,GAWA_148005120,2,ROBE COURT,UNIT 2,116.32120042,-21.63780272,PANNAWONICA,6716,WA,4
+,GAWA_148005120,2,ROBE COURT,UNIT 2,116.32120042,-21.63780272,PANNAWONICA,,WA,4
-,GAWA_148025376,10,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,6716,WA,4
+,GAWA_148025376,10,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,,WA,4
-,GASA_719517229,LOT 66,LINCOLN HIGHWAY,,137.54317073,-32.93156605,CULTANA,5700,SA,2
+,GASA_719517229,LOT 66,LINCOLN HIGHWAY,,137.54317073,-32.93156605,CULTANA,5601,SA,2
-,GASA_425629979,LOT 241,POINT LOWLY ROAD,,137.67751139,-32.94422891,CULTANA,5700,SA,2
+,GASA_425629979,LOT 241,POINT LOWLY ROAD,,137.67751139,-32.94422891,CULTANA,5601,SA,2
-,GASA_425722209,LOT 705,LINCOLN HIGHWAY,,137.53500360,-32.77638549,CULTANA,5700,SA,2
+,GASA_425722209,LOT 705,LINCOLN HIGHWAY,,137.53500360,-32.77638549,CULTANA,5601,SA,2
-,GASA_719512852,LOT 81,EYRE HIGHWAY,,137.23790151,-32.75010989,CULTANA,5700,SA,2
+,GASA_719512852,LOT 81,EYRE HIGHWAY,,137.23790151,-32.75010989,CULTANA,5601,SA,2
-,GAWA_148035514,9,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148035514,9,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GASA_424562438,LOT 35,LINCOLN HIGHWAY,,137.56502827,-32.90663436,CULTANA,5700,SA,2
+,GASA_424562438,LOT 35,LINCOLN HIGHWAY,,137.56502827,-32.90663436,CULTANA,5601,SA,2
-,GAWA_148025660,28,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148025660,28,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAWA_148027604,1,ROBE COURT,UNIT 4,116.32120042,-21.63780272,PANNAWONICA,6716,WA,4
+,GAWA_148027604,1,ROBE COURT,UNIT 4,116.32120042,-21.63780272,PANNAWONICA,,WA,4
-,GAWA_148006305,16,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148006305,16,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAWA_162695290,14,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,6716,WA,4
+,GAWA_162695290,14,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,,WA,4
-,GAWA_148006304,5,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,6716,WA,4
+,GAWA_148006304,5,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,,WA,4
-,GAWA_719647891,W219,WEDGE ISLAND ROAD,,115.20600933,-30.82099455,WEDGE ISLAND,6044,WA,4
+,GAWA_719647891,W219,WEDGE ISLAND ROAD,,115.20600933,-30.82099455,WEDGE ISLAND,,WA,4
-,GAWA_148013633,14,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,6716,WA,4
+,GAWA_148013633,14,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,,WA,4
-,GAWA_148029196,5,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148029196,5,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAWA_148005123,9,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,6716,WA,4
+,GAWA_148005123,9,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,,WA,4
-,GAWA_718512060,19C,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,6716,WA,4
+,GAWA_718512060,19C,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,,WA,4
-,GAWA_148031895,7,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,6716,WA,4
+,GAWA_148031895,7,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,,WA,4
-,GAWA_148035511,6,ROBE COURT,UNIT 1,116.32120042,-21.63780272,PANNAWONICA,6716,WA,4
+,GAWA_148035511,6,ROBE COURT,UNIT 1,116.32120042,-21.63780272,PANNAWONICA,,WA,4
-,GAWA_148029199,26,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,6716,WA,4
+,GAWA_148029199,26,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,,WA,4
-,GAWA_148012532,3,ROBE COURT,UNIT 3,116.32120042,-21.63780272,PANNAWONICA,6716,WA,4
+,GAWA_148012532,3,ROBE COURT,UNIT 3,116.32120042,-21.63780272,PANNAWONICA,,WA,4
-,GAWA_148025452,5,ROBE COURT,UNIT 2,116.32120042,-21.63780272,PANNAWONICA,6716,WA,4
+,GAWA_148025452,5,ROBE COURT,UNIT 2,116.32120042,-21.63780272,PANNAWONICA,,WA,4
-,GAWA_162695286,11A,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,6716,WA,4
+,GAWA_162695286,11A,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,,WA,4
-,GAWA_161040875,7,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,6716,WA,4
+,GAWA_161040875,7,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,,WA,4
-,GAWA_148006873,1,ROBE COURT,,116.32120042,-21.63780272,PANNAWONICA,6716,WA,4
+,GAWA_148006873,1,ROBE COURT,,116.32120042,-21.63780272,PANNAWONICA,,WA,4
-,GAWA_148026411,32,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,6716,WA,4
+,GAWA_148026411,32,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,,WA,4
-,GAWA_148016431,24,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148016431,24,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAWA_148016433,14A,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,6716,WA,4
+,GAWA_148016433,14A,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,,WA,4
-,GAWA_718512059,19B,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,6716,WA,4
+,GAWA_718512059,19B,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,,WA,4
-,GAWA_163245658,20A,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,6716,WA,4
+,GAWA_163245658,20A,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,,WA,4
-,GAWA_148032907,20,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,6716,WA,4
+,GAWA_148032907,20,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,,WA,4
-,GAWA_148005115,23A,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148005115,23A,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAVIC421417373,2A,HOMEBUSH CRESCENT,,145.05573400,-37.82426300,HAWTHORN EAST,3123,VIC,2
+,GAVIC421417373,2A-B,HOMEBUSH CRESCENT,,145.05573400,-37.82426300,HAWTHORN EAST,3123,VIC,2
-,GAWA_148009898,3,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,6716,WA,4
+,GAWA_148009898,3,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,,WA,4
-,GAWA_148025646,6,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,6716,WA,4
+,GAWA_148025646,6,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,,WA,4
-,GAWA_148013626,2,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,6716,WA,4
+,GAWA_148013626,2,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,,WA,4
-,GAWA_148025655,25,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,6716,WA,4
+,GAWA_148025655,25,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,,WA,4
-,GAWA_148026406,14,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148026406,14,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAWA_162820400,LOT 195,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,6716,WA,4
+,GAWA_162820400,LOT 195,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,,WA,4
-,GAWA_148018913,9,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,6716,WA,4
+,GAWA_148018913,9,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,,WA,4
-,GAWA_148025663,9,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,6716,WA,4
+,GAWA_148025663,9,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,,WA,4
-,GAWA_148018915,11,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,6716,WA,4
+,GAWA_148018915,11,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,,WA,4
-,GAWA_148029202,5,ROBE COURT,,116.32120042,-21.63780272,PANNAWONICA,6716,WA,4
+,GAWA_148029202,5,ROBE COURT,,116.32120042,-21.63780272,PANNAWONICA,,WA,4
-,GAWA_718512061,21,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,6716,WA,4
+,GAWA_718512061,21,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,,WA,4
-,GAWA_148016436,6,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,6716,WA,4
+,GAWA_148016436,6,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,,WA,4
-,GAWA_148012526,17,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,6716,WA,4
+,GAWA_148012526,17,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,,WA,4
-,GAWA_162695287,11B,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,6716,WA,4
+,GAWA_162695287,11B,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,,WA,4
-,GAWA_148023755,21,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,6716,WA,4
+,GAWA_148023755,21,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,,WA,4
-,GAWA_148026389,1,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148026389,1,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAWA_161040872,26,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,6716,WA,4
+,GAWA_161040872,26,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,,WA,4
-,GAWA_148032911,2,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148032911,2,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAWA_161040865,13,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,6716,WA,4
+,GAWA_161040865,13,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,,WA,4
-,GAWA_161040869,23,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,6716,WA,4
+,GAWA_161040869,23,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,,WA,4
-,GAVIC424916430,85B,QUEENS BRIDGE STREET,,144.96092287,-37.82377185,SOUTHBANK,3006,VIC,2
+,GAVIC424916430,85B-C,QUEENS BRIDGE STREET,,144.96092287,-37.82377185,SOUTHBANK,3006,VIC,2
-,GAWA_148026409,21B,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148026409,21B,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAWA_148026390,23B,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148026390,23B,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAWA_148009885,15C,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,6716,WA,4
+,GAWA_148009885,15C,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,,WA,4
-,GAWA_148025392,23C,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148025392,23C,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAWA_162695292,16B,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,6716,WA,4
+,GAWA_162695292,16B,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,,WA,4
-,GAWA_162695301,2,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,6716,WA,4
+,GAWA_162695301,2,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,,WA,4
-,GAWA_148013623,10,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,6716,WA,4
+,GAWA_148013623,10,MAITLAND STREET,,116.32857955,-21.63601005,PANNAWONICA,,WA,4
-,GAWA_148047490,29,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148047490,29,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAWA_162695304,4,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,6716,WA,4
+,GAWA_162695304,4,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,,WA,4
-,GAWA_162695297,20A,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,6716,WA,4
+,GAWA_162695297,20A,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,,WA,4
-,GAWA_148025659,17A,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,6716,WA,4
+,GAWA_148025659,17A,CANE STREET,,116.32869438,-21.63815583,PANNAWONICA,,WA,4
